data	label
:) see she is the sweetest! URL	NOT
@USER I like that... primatives.. PERFECTLY describes the democrats and liberals #MeToo #Resist #Antifa	NOT
@USER @USER @USER @USER @USER That explains why some leftists were also shadowbanned.	OFF
Here's a fun fact Trump's approval ratings in Texas have gone up 4 percent from February to June  #MAGA URL	NOT
@USER Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.	NOT
@USER @USER Investigation reveals it is highly probable it is an ISIS attack. Worst case scenario a joint ISIS-Antifa attack	OFF
"@USER @USER @USER @USER I am for the kneel. My sisters perspective is when you are on the job do your job."" I take that to mean they arent allowed to peacefully protest ""on the job."" I disagree."""	NOT
@USER I love her! She is the sweetest! 💕	NOT
"@USER Hits a home run against Antifa, KKK, White Supremacy and the Left with Leftists Claim Facts Are ""Aggressive"""" #WalkAway #Q #QAnon  #QArmy  #VoteRed2018  URL"	NOT
@USER @USER “Hmm well she is right to hun... blake was supposed to be watching her.”	NOT
@USER Are you really Michael Moore or are you Rosie in “drag”	NOT
@USER Doug Ford should in no way think that he has carte blanche to make whatever changes benefit him personally and satisfy his need for vengeance against the people of Toronto.  Shame.   What he is doing is not democracy.	OFF
@USER This is what conservatives think a genius looks like. LMAO	OFF
@USER He is over with the bola crowd according to the reaction he got from the first night of bola.	NOT
@USER Clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything	OFF
@USER You are a great model for inspiration	NOT
@USER Listen CAREFULLY TO THESE #LEFTISTS!!!  This is EXACTLY WHAT THEY WILL DO!  #Liberals &amp; #Leftists can’t be TRUSTED!	NOT
@USER It’s a shame you are so damned unattractive...	OFF
"@USER @USER Project much, do you? Every campaign flier I get in the mail from Dem candidates is about healthcare, education funding, and the wealth gap; every flier from their GOP opponents is so-and-so will stand with Nancy Pelosi and the liberals"" identity politics horseshit."""	NOT
"@USER @USER Billionaires making donations to Democrats don't help advance any left wing causes, they simply cause Democrats to act in the interest of billionaires, just like Republicans, regardless of the absurd conspiracy theories Alex Jones and PJW tell liberals"" like you."""	NOT
@USER He is 💪💪💪	NOT
@USER Have you ever seen the former Democratic hierarchy fight against the president so much??? We know it’s because you’ve been so corrupt and guilty of abuse of power. It’s our darkest times with the DOJ/CIA and Presidential cabinet	OFF
@USER @USER @USER @USER The choice is simple. If you vote Gillum you are voting for Socialism. If you vote for Ron DeSantis you are voting for everything that makes Florida great. #VoteRonDeSantis2018 URL	NOT
@USER So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.	NOT
@USER I’m finna say fuck it and get a crispy ass jogging suit😂😂	OFF
@USER @USER Even the parody antifa page couldn't  deal with this shit	OFF
"#MondayMotivation Liberals backing Kavanaugh Accuser"" high school episode to attack #SCOTUSpick - but praised #Adultery superstar #McCain - logic much? #MAGA #LiberalismIsAMentalDisorder URL"	NOT
@USER @USER @USER @USER @USER hey #sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of Congress? Don't open your mouth it's extremely stink.	OFF
@USER Glad you are at least safe! Sorry to hear about this whole mess 😕	NOT
@USER You are no longer relevant Bob. Shut it down. Have a great retirement.	NOT
@USER @USER You’re in embarrassment to the Republican Party! Glad you took the cowardly way out and quit!	OFF
@USER Its clear you wouldn't listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display	OFF
@USER @USER So gun control works?	NOT
@USER @USER @USER As long as the democrats tout gun control as a crime reduction tactic they'll lose.	NOT
@USER She is unhinged and not to be taken seriously by anybody.	NOT
@USER Fartacus	NOT
"#PeoplesVote  #StopBrexit  @USER  #remain  I don't want to go.. either, You know what, After we leave, My slogans going to be It used to be better than this"" should have stayed in. Useless goverment. URL"	OFF
@USER Boy was that photoshopped	NOT
@USER @USER @USER I have to thank the creator for finding me a bigger list of people to follow.  Perhaps now this person can do a search on ANTIFA and other Communists infecting youth.	NOT
@USER He is an israeli puppet.	OFF
@USER @USER @USER @USER @USER @USER Toffee? 😋	NOT
@USER He is a lying stack of shit too.	OFF
@USER Antifa's been busy lately it seems.	NOT
@USER As usual @USER doesn’t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.	OFF
@USER @USER @USER @USER @USER It'll be the lack of a range of good olive oil that will cause my mayhem	NOT
@USER be yourself they love u for who you are x	NOT
@USER I wouldn't be surprised.	NOT
@USER @USER Don’t you know?  Trump runs everything himself. He is hands on. Except when he’s not then he has never met that guy but has heard he’s very bad.	NOT
@USER @USER @USER How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA URL	OFF
@USER @USER @USER I state my opinions and can provide examples to support them. You haven't been able to do that. It doesn't matter to me how or if you accept what I say. That's what you don't seem to understand. Your views are your business - not mine.  #MakeAmericaGreatAgain #MAGA #USA🇺🇸	NOT
@USER @USER Bad bytches prolly got some fucked up attitudes! So this oughta y’all y’all ya looks only carry you so far 🤷🏾‍♂️	NOT
@USER @USER It's a trap. Conservatives know as soon as they go public they're on the termination list.	OFF
c1900 6vols Tales from Blackwood Third Series Short Stories Maga Magazine Cowper URL URL	NOT
@USER He knows he dosen't have much time left before he is brought down.	NOT
@USER I had to look up who he was. A Bush-Cheney guy. GOP have some strange conservatives.	NOT
@USER She’s fine! She starts out like that and then gets up and gets right in Derwin’s face about it. Both dogs are walked 3-4 times per day. She is NOT suffering. She’s just spoiled!	NOT
@USER So Glad Your Back 🙏 Hygs Love You ❤ Getting Ready To Do A  #ProLife. Presentation #Maga  #💯🇺🇸🇺🇸🇺🇸 URL	NOT
@USER congratulations for surpassing 10 million subs on youtube Bhuvan sir you are first indian to cross 10 million subs	NOT
@USER @USER Just saw it. Still vague though. He does not confirm if he is done or not though.	OFF
@USER I’m expecting a video from @USER	NOT
@USER Well I figure he kinda blew his wad over the Weekend regarding his command of Flo. Because he was acting like he was running the whole show..barking orders..parting the waters and on and on.Oh what a mighty man he is 🎶  not🎈	NOT
A private life is a happy life 😍	NOT
"@USER It is poisonous indeed. No wonder she is called Vesha Bottle"". The Beauty in Her eyes poisons every soul that stares into it."""	NOT
@USER Michael Avanetti (msp?) said something similar today. He is two more great tweets away from a follow.	NOT
@USER They could literally give two fucks af 😂 like ummm okay thanks 😂	OFF
@USER @USER Da fuck is going on people?   There's the men's room and the women's room  Pick one and stick w it 🤔	OFF
@USER Nope he is called SHAZAM too	NOT
@USER @USER Their cars are great but China demand has just reduced a lot when they expected it to increase. There's your answer right there. MAGA	NOT
@USER @USER @USER @USER You are two nutcases. Obviously. URL	OFF
@USER @USER @USER  @USER @USER   #MarkJudge  We see you're trying to Judge Moore #Kavanaugh and it won't work. Your Spartacus moment is over!  #MAGA #KAG #AmericaFirst #Trump #FoxReport	NOT
@USER From your lips to God’s ears Antonio. I will do my part. Let’s hope all Conservatives do their part. And stay vigilant at the polls. Dems are desperate. There WILL be fraud.	OFF
@USER do you recall what was said about moss when the patriots got him? do you even remember what he did in the few years before that? gordon isnt a hall of famer but name a 5th rounder as good as he is today.	NOT
@USER STOP LYING AHOLE! FBI ISNT INVOLVED CAUSE THERES NOTHINGBURGER TO INVESTIGATE. ITS ALL LIBERALS CHARADE TO DELAY.. KAVANAUGH WILL B CONFIRMED #GINSBERGISNEXT 🤣🤣🤣🤣🤣😋😋	NOT
@USER Lokk at july 29 when I said Gordon would be cut for drugs and you called me a dipshit.	OFF
@USER She IS! One of my favourites. Brilliant. Her short stories wonderful too.	NOT
@USER @USER the nose distracts from the news	OFF
@USER Hey Jim...who is that chick that likes to carry images of the @USER  decapitated?  You two should meet maybe?  SMH	NOT
@USER And hypocrite flies in his private jet around the world?	OFF
@USER Smearing Supreme Court Justices now?   What's next for the ultra-left nazis liberals.	NOT
@USER She is so alert! Babies aren't always so aware.	NOT
@USER //xD Well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!	OFF
@USER @USER where's McKenna? She no longer using Twitter. Did she defect to the Conservatives?	NOT
@USER @USER Who’s talking sense @USER or @USER  @USER I’ll follow the industry expert as should @USER #listentoindustry	NOT
@USER @USER Soutien total. Stop #fascisme #Antifa #AntiFascist	NOT
@USER Even London @USER don't like conservatives.	NOT
@USER They know this is not admissible so they are attempting to contaminate the jury. They are working overtime to ensure she is found not guilty...	NOT
@USER You are not alone	NOT
@USER You are a wonderful asset and a great influence!	NOT
"This is what a 'higher' education buys you for  $300,000 ! That's why they call it Liberal Arts""  #SaveAmericaFromDemocrats  #VoteRedToSaveAmerica  #KAG2018  #MAGA URL"	NOT
@USER happyHappy birthday Missy!!❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍 URL	NOT
@USER Agree. That’s hatred beyond compare. Her feeling of bitterness of the Duterte Presidency and its success is evident on her tweets and articles. 2016 was really a slap on the face on the “yellow intellectuals” .	OFF
@USER Well said buddy well said ! You are 100 💯 right	NOT
@USER  Thank You Iron Lilies For very Beatiful pics with Harley Davidson Bikes This Looks Like an Easy Rider Modified Sportster URL	NOT
@USER thank you Mr President for helping to #MAGA	NOT
@USER The war on the right = Antifa	NOT
@USER @USER ah she is no @USER	NOT
@USER every antifa member is just several midget gypsies standing on each others shoulders in a big skinsuit	NOT
@USER Well she is a “Christian.” 🙄	NOT
#treasonousgoverment california Tries New Tack on Gun Violence: Bullet Control URL	OFF
@USER And people died in Chicago because of you. Now how stupid does that sound you idiot	OFF
@USER This is an excellent way for Antifa members to take the room temperature challenge.	NOT
@USER Liberals with their lies again.	OFF
#cancelsouthpark They were liberals when you were still suckin' on your momma's titty at the other woodstock.	OFF
@USER You are welcome! URL	NOT
@USER @USER They can’t do that would infringe on my rights and I only like it when these companies infridge on people who give people who are not liberals such as myself an alternative to 1 size fits all mainstream narrative.	NOT
@USER Don't forget the ILLEGALS you are fighting for with tax payer money.	NOT
@USER @USER @USER I absolutely agree!! I have tried rallying people on Twitter. Asking them to follow each other. Strength in numbers. I vote. I work the polls for early election and Election Day. I speak with liberals. I forwarded Maxine Walters rants to the secret service.	NOT
@USER She is sexy without even trying.	NOT
@USER And apparently Serena’s cheating and temper tantrum was the only pathway to this endeavor.	NOT
@USER @USER I remember you. My sister told me what you did to her. You are lucky she didn't call the police.	NOT
@USER Free speech is alive but not so well since all social media platforms are run with a strict dictatorship of opinions by libtards.	OFF
@USER legend says that she never actually got to her phone and she is still reaching to this day	NOT
@USER @USER @USER @USER @USER @USER @USER @USER Right I'm stopping replying to anymore of your nonsense but going to keep following you to warm others of your dangerous take on society - you pal are the biggest fake going and been proved and just like all the rest of antifa are bloody dangerous	OFF
@USER That’s my place😩	NOT
&amp; could prove we're in opposite roles? THE DUALITY OF EVERYTHING. very scary. BUT i can't feed that thought rn).  need to think abt how grateful i am that she's saying these things bc it's finally getting to me that i can't keep caring abt her &amp; that she is not who i think she is	NOT
#GOP on personal responsibility...  He was drunk: boys will be boys  She was drunk: slut  #republicans #conservatives #kavanaugh	OFF
@USER Wish to suck angel cookie....	NOT
@USER @USER There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on @USER	NOT
@USER Another overdose nigga:(	OFF
@USER @USER your ‘political analysis’ have been blinded by your obvious bias. Otherwise you couldn’t have come up with such wrong conclusions. Turnbull was the biggest threat to the Liberals existence. Removal also proved that there never was such thing as ‘Turnbull’s popularity’.	NOT
@USER @USER @USER There were bad people on both sides.  Or do you support Antifa?	NOT
@USER Those options are weak the situation was lot more complex. To answer your question tho she is a star and if her head is big she earned it and no the umpires shouldnt boycott. People always want to make and example out of serena like this has never happened before	NOT
@USER @USER No people died because officials robbed n didn't do their jobs	OFF
@USER #Deplorables are resolved to #MAGA URL	NOT
@USER @USER @USER @USER Antifa gets to stay on twitter but the proud boys are banned. Life isn't fair. Don't be a victim.	NOT
@USER I’m a brat ... can’t deal with another woman to long unless she is relaxed like a guy	NOT
@USER @USER @USER @USER @USER @USER Conservatives are only interested in owning women like property and exploding the deficit so long as the rich are taken care of. Keep the faith tho.	NOT
@USER @USER @USER @USER @USER she is not a rep.	NOT
"@USER skating is WAY better than before. Visually it doesn't looks a ton better, but it runs smoother and crisper"" for lack of a better word. I'm curious how 17 and 18 feel now if I revisit them"""	NOT
@USER Dude hasnt been sober a day since 7th grade idc what it is at this point he is broken	NOT
@USER @USER She is a liar and probably on Soros payroll	OFF
@USER Me cuz I have none 😰	NOT
@USER @USER He is doing a better job than I could do #18n18	NOT
"@USER @USER It goes both ways. If I don't agree with you, you're just bitching."" About the red X. URL"	NOT
#Tories #Labour #GE2017 #Conservatives Conservatives URL introducing new laws for small businesses that will:  ✔️ Help the UK’s 5.7m small businesses access finances easier ✔️ Provide a £1bn long-term boost to the economy  We… URL	NOT
@USER I support your fight for justice and to hold those responsible accountable. The hypocrisy is beyond any moral standard. Where’s the outrage. Yet they hide behind the vail of gun control and leftists propaganda beginning with @USER @USER Shame on them.	OFF
@USER A foolish statement from a church leader frightens you?  You are way too easily frightened!  I appreciate that you don't like @USER - but it's not as though other religious leaders never say anything foolish.  Even you.	NOT
@USER @USER 4 he is poor	NOT
@USER @USER Hi there! We love what a huge fan of Camila Mendes you are! Would it be alright if we used your tweet about her in our promotional material?	NOT
@USER Eric Holder is an arms dealer and should be in jail how did this ass slip by	OFF
@USER @USER Boycott NFL Continues 👍	NOT
@USER @USER Students who do not vote are literally giving their votes to those who do not respect their race gender gun free schools gun control their over charged student loans clean water for drinking bathing Climate denying polluters All students must vote no complain after its too late	NOT
@USER @USER Exactly. Hasn’t everyone figured out that the only substantiated threats occur by liberals to conservatives?  The other way around is a farce. Plain and simple. This is made up 💩 to generate sympathy and try to keep a false narrative going.	NOT
@USER @USER Thank u..	NOT
@USER shit doesn’t feel real to me. then again... life is very whack and i don’t like how it’s set up to begin with so. idk.	OFF
@USER @USER This is purely a move to block a nomination. Liberals said early on they would not vote for him. This made up story is a slap in the face to all who were really sexually harassed. It shows liberals really don’t care about any true victims. Power first.	OFF
@USER Bruh there were a few times i dropped it and kicked it back up wit my feet and caught it. Now if that aint some G ass shit😂😂	OFF
@USER @USER At an AntiFa riot and screaming at white people	OFF
NEVER. STOP. WINNING.  #QAnon #MAGA #WWG1WGA #Winning  @USER @USER @USER @USER @USER @USER @USER URL	NOT
@USER @USER You just said the same things all the liberals say. President Trump is not deporting immigrants. He's trying to deport people who sneak into this country &amp; not follow the rules to come in. If you come in that way you are a criminal. Turn off CNN &amp; try another point of view.	OFF
@USER @USER ANTIFA displays hate on those they disagree with...you are being hypocritical!	OFF
@USER Crazy Maxine is either huffing spray paint or smoking crack. #MAGA	NOT
@USER He is competing for worst president again.	OFF
"@USER England averages 26 gun murders per year. It is hilarious that you imply gun control doesnt work in the UK. This must be what Trump call Fake News""."""	NOT
@USER Hopefully he will be indicted soon. At least Loretta Lynch was charming and eloquent.	NOT
@USER This actually supports gun control.   He’s alive.	NOT
@USER @USER Love this! But also: my queen Lex has been speaking out on important issues like gun control and LGBTQ+ rights longgggg before Feb 14th. ❤️	NOT
@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢	OFF
@USER It’s more what she does than who she is	OFF
@USER #Republicans #Conservatives #Independents Listen 👂 up the #Hillarites #Democrats are repeating #History don't stand for it. #ConfirmKavanaugh now! URL	NOT
"@USER This is not the will of the people, since you did not ever mention your intention during your campaign except the vague reduce the size of government"" which we al interpreted as provincial government. You can bet your ass we are not going to forget this"""	NOT
@USER The album was boring for me 🤒the way his ass took forever to make it and it wasn’t even close to all that djsjsjjs i could NOT	OFF
@USER @USER Cause gun control worked so well for chicago?	NOT
@USER dude she is a babe! that dress wowowowowow	NOT
"@USER @USER Aha yes, I see that. The individual sense of needing to belong to a winning team"" because of the constant conditioning of self-devaluation. I see a strong sense of this on the Q side but on the left/hillary/antifa side as well regardless if they think they're winning or not."""	NOT
@USER @USER i lost my shit and everyone in class is judging me lmao.	OFF
@USER @USER oink URL	NOT
@USER Worst place I've experienced that is the fucking movies	OFF
@USER THIS IS SO FUCKINGNDBS FUNNYHEJS	OFF
@USER Happy for you. Remember your beautiful glammed up and also when you are not.	NOT
@USER Brave enough to say it?! Your late to the party fat boy. Ppl been calling POTUS a nazi for a while now. Smh	NOT
@USER Natalie (the youngest) gets her dreams of being a football coach ruined when she is constantly compared to her older brother Chris who has made that his career. She invents Mr Doubtfire as Chris’ long lost brother from Scotland &amp; wins the job &amp; in life. The end.	NOT
"Thinking about the Student-Loan Crisis""  URL #TCOT #MAGA #RedNationRising"""	OFF
@USER Why in the hell would I do that? The left already hates me enough. Black conservatives aren’t liked in this country. I comment and fight because of that.	OFF
@USER Keep doing your thing. I’m just sitting back enjoying URL	NOT
@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.	OFF
@USER Isn’t it time for the BBC to be asking some probing questions of the leader of the Scottish Conservatives..it’s in the public interest	NOT
"*chokes laughing*  So, @USER having considered the excellent work"" of the @USER have decided that its such a car-crash, and with no certainty over trading, that they'll ""temporarily"" close their plant next year  Nichts ist haltbarer als eine temporäre Lösung 😂😂😂😂"""	NOT
@USER Then tell your pal Soros to stop funding hate groups like antifa	NOT
"@USER Billions of Dollars is being spent on new plants all around the country!""  Can someone on the MAGA side please point me to what new plants are currently under construction?  Because this is false as I understand it.  URL"	NOT
@USER Every one of them is more rank than she is. And she's pretty rank. So I guess they all outrank her...	NOT
@USER @USER She is way beyond stunning. @USER give the word stunning a whole new meaning  .@USER #Q #QAnon  #MAGA  #QArmy  #WWG1WGA	NOT
@USER @USER Then let the proud boys back on or get rid of Antifa. Lies until one of those two choices comes to fruition. Be the man your parents expected you to be.	NOT
Hispanics flourishing in Trump economy #MAGA URL	NOT
@USER That's not ture you probably mad that she is pregnant with clearance baby	NOT
@USER Liberal MP Leona Alleslev’s decision to cross the floor &amp; join the Conservatives would seem to be a betrayal of her supporters. Did she consult those who voted her in? Seemingly it’s legal? Imagine if #DougFord decided to cross the floor &amp; become the Liberal Premier. 🤔 😂	NOT
@USER Y’all need to know that she is human being and knew Mac for so many years and was in a relationship with him. She’s grieving. She doesn’t have post something to prove that. AND IT IS NOT HER FAULT HE DIED LIKE DAMN! Stop blaming this poor girl. His addiction killed him.	OFF
@USER @USER Betty I think women have been handed a character assassination  bomb to destroy MEN by the liberals and the FEMINISTS. I would hate to know these women represent  ME. WHY WAIT ALL THESE YEARS TO REPORT...	OFF
@USER @USER Wow! Why are liberals heads EXPLODING over the TRUTH finally coming out! BEST NEWS EVER! Americans FINALLY GET TO FIND OUT THE TRUTH! The @USER and @USER under @USER was the MOST CORRUPT EVER! #MAGA	OFF
@USER Gun control now! Enough is enough!	OFF
"@USER Preaching to the choir. :) Cannot be repeated often enough though. Yet, in deep red states conservatives""  keep getting elected. Time for a national adjustment. 🤞"""	NOT
@USER @USER Congrats on your bravery	NOT
@USER @USER is mentally disturbed	OFF
@USER From the woman who slept her way onto the stage...	NOT
@USER @USER @USER He is a sick individual I don't care if he is the Pope or the trash pick up guy. Sick and bring to justice	OFF
@USER Wait until he is on your coaching staff and you will change your mind.	NOT
@USER And millions of us conservatives  will be marching to the polls.	NOT
@USER @USER More FAKE NEWS grandstanding	NOT
@USER @USER @USER Arrest her immediately. She is a wicked crazy democrat	OFF
@USER He IS Mark Twain in my eyes. Love him.	NOT
@USER @USER @USER @USER @USER It's already legalized killing of babies and liberals are afraid of Trumps supreme court picks taking it away.	OFF
@USER Pussy and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol	OFF
"@USER @USER @USER Socialism once its implemented has historically had only one effective stop measure and that has been civil war. Knowing that the force/reasoning behind gun control"" becomes clear. You can have a clear picture of this process by reading Saul Alinsky's-Rules for Radicals."""	OFF
@USER Do you support our POTUS? (Please help by retweeting and following after voting!)  Long live USA😍 #MAGA	NOT
@USER OMG why do we care about these Hollywood Liberals??	NOT
@USER He is an egomaniac and doesn’t like to lose so he will spend money for free agency and his drafts are better	OFF
@USER @USER Some of Christine Blasey Ford fine upstanding AMERICANS she follows: Beverly Hills Antifa Laguna Beach Antifa Neverland Antifa Midwest Antifa Boston Bob Antifa Wait for it; ANTHONY WEINER - INMATE# 3425742 @USER Kinda says it all! WWG1WGA PATRIOTS...	NOT
@USER @USER He is a total phony.	OFF
@USER I am reallly pulling for Dom Smith to show the Mets he belongs here but he always just looks like he is going through the motions.  The Mets buried him it seems and I'm wondering if its attitude that holds him back.	NOT
"@USER @USER Lordy hope you're wrong bc if BK gets in everything's toast- women's worker's voting gay rights the environment gun control EVERYTHING Trump will get a get out of jail free card treason perjury faithfully executing"" COTUS will be ok! I went thru this once w/ Nixon NEVER AGAIN!"""	NOT
@USER @USER Serena was outplayed &amp; acted like a spoiled brat. She is not above the rules	OFF
@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.	OFF
@USER Carrey is a pig🤬	OFF
@USER @USER This pope may have to stepdown	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER If we don't destroy the Bush-Clinton Crime family we'll face many more like Obama!!	OFF
@USER Coast guard put out a tweet they pulled that dude off the response team and are “dealing with it”. He wanted to b famous now he is.	NOT
@USER That was a little too curious	NOT
@USER There's an entire faction dedicated to the idea that school shootings are all faked to try to get gun control laws passed.	OFF
@USER could fund an entire school incl teachers’ salaries and have then teach his own curriculum. Indoctrinating generations of youth however he sees fit...my gas tank on E rn	OFF
@USER Get away from these lying toxic people!	OFF
@USER @USER All great American Patriots are the dregs of society in the warped and delusional perspective of Joe Blow Biden. He is a disgrace to America.	OFF
@USER Here he is doing a demo URL	NOT
@USER @USER @USER Exactly! Fred Guttenberg’s entire mission is for “Gun Control” &amp; Feinstein will do anything for a dollar. Both are on a mission to change 👉legislation in favor of taking guns from Law Abiding Americans. HOW is his whole stance NOT political?	NOT
"@USER I would've chose the headline Why the left loves Bernier"" Personally I could not be more delighted The most important thing in any election is to prevent conservatives from gaining power Just look at Ontario  for proof"""	NOT
@USER They're still building and hiding nukes but yeah your pops got played like the udiot he is.	OFF
@USER @USER It’s ridiculous. All the sock puppet accounts apparently have marching orders to start a boycott of the film. A lot of MAGA snowflakes. 😐 Thankfully most of them are on our list of known sock puppets so blocking the rest wasn’t hard.	NOT
@USER @USER @USER @USER Shitting yourself more like.	OFF
"@USER The Kavanaugh debacle has given me a great number of new accounts to mute on both the Maga side and the blue wave side. Seems nobody stops and thinks, Does this argument help my side, or harm it?"""""	NOT
@USER @USER stop this BS.  A woman murdered him in his own home!  This is so incredibly irresponsible and I am outraged that you are blaming the victim who is a black man.  What does him having weed have anything to do with his murder in his own home?	OFF
@USER @USER @USER It is false. She is lying. Check her source.	NOT
@USER Better than what? Truth? Politicians have never been good at that. My America is better than Flake.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER It’s the only way he can rationalize his world view is to believe anyone using logic against him is a Russian bot. Liberals don’t like logic or having facts to counter their beliefs and (in)tolerant opinions.	NOT
@USER @USER @USER @USER WOW SAMI YOU ARE KILLING IT	NOT
"@USER Please don't tie him to the left - the guys pathalogical Also, let's not make alt-left"" a thing.  The alt right are Nazis and white supremacists  a bunch of random college / yuppie socialists, podcasters, and a few antifa are not equivalent in any way, shape, or form."""	NOT
@USER @USER @USER @USER @USER So tell me all about why you are simply rudeand racist. Was it your mother…?	OFF
@USER @USER @USER Do yourself a favor and watch this @USER There is still time for you to spit that kool aid out and pay attention to what is happening. You right leaning conservatives are so brainwashed it is sickening.	NOT
@USER @USER @USER @USER @USER @USER We play at Connie’s on Sat woo	NOT
@USER He's beyond moron.	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We already established that in the war you are still living. Thats why it isnt happening again	NOT
"@USER @USER @USER Not progressive at all Article II, section 1 of the Constitution 1790 says he is a citizen and 44 years as a resident of Texas says he can say y'all"""""	NOT
@USER Release the documents! Do not listen to the Antifa crowd!	NOT
1. I got a dig bick 2. You that read wrong 3. You read that wrong too 4. You checked 5. You smiled 7. You are wondering why you're still this reading this 8. You saw that mistake... right? (On 7) 9. But did you see that I skipped 6? 10. You checked.  30 seconds you won't get back	NOT
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yeah. That's kinda the fashy thing right now. The Proud Boys scumbags wear tshirts saying Pinochet did nothing wrong""  And Antifa are the ones who are violent? Please. It's been an actual fascist every time this has been brought up in my experience. Like dude here, who stopped.."""	OFF
@USER @USER Pssst Bono's Ass	NOT
#Westminster @USER #HouseOfLords #Tories @USER @USER @USER @USER #Brexit 🇬🇧 @USER #LabourParty #Labour @USER What a bunch of #hypocrites 😠 A total #ShowerOfShite 😠😠😠 URL	NOT
@USER @USER @USER @USER You are a boring individual. Its seems good too me	OFF
@USER @USER She either testifies or shuts up.She is either a fraud or a false memory person.When you have been raped you never forget it ever.	OFF
@USER i saw this before the results and literally thought i got eliminated WE URL	NOT
@USER @USER And what do you think Ron desantis is going to do for you? He's probably in the back pocket of the NRA!! Good luck getting anything done as far as gun control because that is what we'r seriously need as a country! We need tougher background checks at least!!	OFF
1. If your company does it - your company sucks. 2. If you don't know how to bypass beat it - you are a sucking cuck :D	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all Patriots 🇺🇸 #MAGA	NOT
@USER @USER Easy big fella!!  You would do the baseball if it was the bravos!!! Lol	NOT
@USER Yes yes he is Melanie’s boyfriend.	NOT
@USER @USER Doubling down was absolutely stupid. You never double down on a pair of eights!	OFF
@USER He will change after mid term elections and 2020.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sexist...could be a crazy gentlewoman #LuLz	NOT
@USER 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age	NOT
"@USER GIVE ME A FUCKING MIC"""""	OFF
@USER @USER @USER I hope @USER Ask @USER about the deep state and swamp creatures undermining president’s Agendas and latest @USER video	NOT
@USER you have the best booty and everything you are stunning love you so want to cum in you so deep!	NOT
@USER @USER @USER Because the accuser didn't have time to delete all her radical leftist tweets by then.	NOT
@USER @USER gfy ...the NFL should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!	OFF
"@USER And until you gain a greater understanding of that hatred, and how your blanket endorsement just by putting #MAGA and expressing your ignorance to platform by putting anti-openborders"" in your bio, you're going to get hatred in return."""	OFF
@USER Funny shit	OFF
@USER Which side has #Antifa and the #Handmaids? Who you calling “Radical”	NOT
@USER Same tbh Could they just stop spreading rumors and false news? We are hurt enough we dont need all this shit	OFF
@USER @USER She is but that's not why we're friends.	NOT
@USER All you do is lie. All congress does us lie.  MAGA.	OFF
"@USER can you even imagine being a loser,"" said Lil' Antifa."""	NOT
"@USER @USER majority of DACA from 3rd world countries are communists~activists-Antifa-Ofa&amp; 1 INCOMPATIBLES w/USculture&amp;2Felons by criminal violence&amp;participation in cult includes kill potus45""&amp;""destroySovereignUSA-USConstnDem'y+ replace w/marxist 4thReichNWO tyranny=TREASON"""	OFF
@USER @USER This is going shake the church to the ground!	NOT
